protein_id	type	confidence	probability	e_value	score	hmm_model
sequence_1011|prob_0.9999	Adaptation	High	100.0	2.5e-56	191.7	cas14u
sequence_1693|prob_0.9999	Adaptation	High	100.0	1.1e-55	189.6	cas14u
sequence_9521|prob_0.9919	Adaptation	High	100.0	6.2e-60	203.6	cas14u
sequence_7838|prob_0.9966	Adaptation	High	100.0	2.3e-51	175.3	cas14u
sequence_232|prob_1.0000	Adaptation	High	100.0	6.5e-55	187.0	cas14u
sequence_382|prob_1.0000	Adaptation	High	100.0	4.4e-36	125.0	cas14u
sequence_8990|prob_0.9936	Adaptation	High	100.0	6.5e-75	252.9	cas14u
sequence_5277|prob_0.9993	Adaptation	High	100.0	1.9e-46	159.1	cas14u
sequence_7613|prob_0.9970	Adaptation	High	100.0	4.9e-64	217.1	cas14u
sequence_10774|prob_0.9860	Adaptation	High	100.0	3.9e-44	151.5	cas14u
sequence_6744|prob_0.9982	Adaptation	High	100.0	2.9e-84	283.7	cas14u
sequence_13126|prob_0.9685	Adaptation	High	100.0	7.8e-37	127.5	cas14u
sequence_6201|prob_0.9987	Adaptation	High	100.0	6.2e-55	187.1	cas14u
sequence_6422|prob_0.9986	Adaptation	High	100.0	2e-91	307.3	cas14u
sequence_6293|prob_0.9987	Adaptation	High	100.0	1.9e-57	195.4	cas14u
sequence_12461|prob_0.9742	Adaptation	High	100.0	4e-39	135.0	cas14u
sequence_5487|prob_0.9992	Adaptation	High	100.0	6.2e-77	259.6	cas14u
sequence_274|prob_1.0000	Adaptation	High	100.0	3.9e-55	187.7	cas14u
sequence_1821|prob_0.9999	Adaptation	High	100.0	3e-68	231.0	cas14u
sequence_19161|prob_0.8485	Adaptation	High	100.0	5.2e-35	121.4	cas14u
sequence_19162|prob_0.8485	Adaptation	High	100.0	5.2e-35	121.4	cas14u
sequence_19163|prob_0.8485	Adaptation	High	100.0	5.2e-35	121.4	cas14u
sequence_3804|prob_0.9997	Adaptation	High	100.0	1.3e-54	186.1	cas14u
sequence_12064|prob_0.9777	Adaptation	High	100.0	3.2e-31	109.0	cas14u
sequence_661|prob_1.0000	Adaptation	High	100.0	2.4e-53	181.8	cas14u
sequence_611|prob_1.0000	Adaptation	High	100.0	8.7e-46	156.9	cas14u
sequence_309|prob_1.0000	Adaptation	High	100.0	7.7e-55	186.8	cas14u
sequence_310|prob_1.0000	Adaptation	High	100.0	7.7e-55	186.8	cas14u
sequence_2753|prob_0.9998	Adaptation	High	100.0	4.8e-54	184.2	cas14u
sequence_5534|prob_0.9991	Adaptation	High	100.0	4.9e-42	144.6	cas14u
sequence_11795|prob_0.9795	Adaptation	High	100.0	1.2e-84	285.0	cas14u
sequence_7803|prob_0.9966	Adaptation	High	100.0	1.8e-72	244.9	cas14u
sequence_273|prob_1.0000	Adaptation	High	100.0	1.3e-54	186.0	cas14u
sequence_9788|prob_0.9908	Adaptation	High	100.0	1.2e-35	123.5	cas14u
sequence_14778|prob_0.9490	Adaptation	High	100.0	7.7e-53	180.2	cas14u
sequence_4949|prob_0.9994	Adaptation	High	100.0	2.3e-39	135.8	cas14u
sequence_4661|prob_0.9995	Adaptation	High	100.0	3e-64	217.8	cas14u
sequence_1760|prob_0.9999	Adaptation	High	100.0	1.6e-52	179.2	cas14u
sequence_662|prob_1.0000	Adaptation	High	100.0	1.3e-55	189.3	cas14u
sequence_15975|prob_0.9310	Adaptation	High	100.0	8.7e-56	189.9	cas14u
sequence_15910|prob_0.9321	Adaptation	High	100.0	2.1e-51	175.5	cas14u
sequence_9657|prob_0.9913	Adaptation	High	100.0	7.3e-38	130.8	cas14u
sequence_10268|prob_0.9886	Adaptation	High	100.0	1.3e-58	199.3	cas14u
sequence_231|prob_1.0000	Adaptation	High	100.0	6.9e-51	173.8	cas14u
sequence_11444|prob_0.9819	Adaptation	High	100.0	6.4e-57	193.6	cas14u
sequence_328|prob_1.0000	Adaptation	High	100.0	2.5e-60	204.9	cas14u
sequence_5508|prob_0.9992	Adaptation	High	100.0	3.7e-84	283.4	cas14u
sequence_6893|prob_0.9981	Adaptation	High	100.0	6e-86	289.3	cas14u
sequence_7450|prob_0.9973	Adaptation	High	100.0	4.8e-38	131.4	cas14u
sequence_778|prob_1.0000	Adaptation	High	100.0	4.2e-74	250.2	cas14u
sequence_449|prob_1.0000	Adaptation	High	100.0	1.3e-41	143.2	cas14u
sequence_1409|prob_0.9999	Adaptation	High	100.0	3.4e-47	161.6	cas14u
sequence_14117|prob_0.9574	Adaptation	High	100.0	2e-66	225.0	cas14u
sequence_3910|prob_0.9997	Adaptation	High	100.0	1.3e-53	182.8	cas14u
sequence_803|prob_1.0000	Adaptation	High	100.0	1.2e-43	149.9	cas14u
sequence_699|prob_1.0000	Adaptation	High	100.0	4.2e-56	190.9	cas14u
sequence_16852|prob_0.9148	Adaptation	High	100.0	2.8e-54	184.9	cas14u
sequence_20059|prob_0.8054	Adaptation	High	100.0	9.2e-52	176.6	cas14u
sequence_19483|prob_0.8329	Adaptation	High	100.0	6.7e-52	177.1	cas14u
sequence_2924|prob_0.9998	Adaptation	High	100.0	4.5e-42	144.7	cas14u
sequence_4641|prob_0.9995	Adaptation	High	100.0	6.5e-36	124.4	cas14u
sequence_17590|prob_0.8986	Adaptation	High	100.0	2e-82	277.7	cas14u
sequence_1694|prob_0.9999	Adaptation	High	100.0	2.3e-51	175.3	cas14u
sequence_2177|prob_0.9999	Adaptation	High	100.0	2.4e-47	162.1	cas14u
sequence_2178|prob_0.9999	Adaptation	High	100.0	2.4e-47	162.1	cas14u
sequence_746|prob_1.0000	Adaptation	High	100.0	6.6e-74	249.6	cas14u
sequence_10010|prob_0.9898	Adaptation	High	100.0	1.4e-29	103.6	cas14u
sequence_8312|prob_0.9956	Adaptation	High	100.0	8.8e-70	236.0	cas14u
sequence_2320|prob_0.9999	Adaptation	High	100.0	1.5e-51	176.0	cas14u
sequence_1282|prob_0.9999	Adaptation	High	100.0	4.2e-56	190.9	cas14u
sequence_1659|prob_0.9999	Adaptation	High	100.0	3e-33	115.7	cas14u
sequence_600|prob_1.0000	Adaptation	High	100.0	9e-88	295.3	cas14u
sequence_3803|prob_0.9997	Adaptation	High	100.0	2.3e-37	129.2	cas14u
sequence_495|prob_1.0000	Adaptation	High	100.0	1e-56	193.0	cas14u
sequence_9525|prob_0.9918	Adaptation	High	100.0	1.2e-37	130.1	cas14u
sequence_8752|prob_0.9943	Adaptation	High	100.0	3.4e-46	158.3	cas14u
sequence_10460|prob_0.9876	Adaptation	High	100.0	3.2e-53	181.4	cas14u
sequence_1682|prob_0.9999	Adaptation	High	100.0	1.1e-61	209.3	cas14u
sequence_6101|prob_0.9988	Adaptation	High	100.0	8.4e-53	180.1	cas14u
sequence_1588|prob_0.9999	Adaptation	High	100.0	4.2e-38	131.7	cas14u
sequence_11442|prob_0.9819	Adaptation	High	100.0	1.7e-46	159.3	cas14u
sequence_12877|prob_0.9708	Adaptation	High	100.0	4.9e-51	174.3	cas14u
sequence_8652|prob_0.9946	Adaptation	High	100.0	2.8e-37	128.9	cas14u
sequence_10676|prob_0.9865	Adaptation	High	100.0	2.2e-46	158.9	cas14u
sequence_16625|prob_0.9193	Adaptation	High	100.0	1.2e-41	143.3	cas14u
sequence_1134|prob_0.9999	Adaptation	High	100.0	1e-71	242.4	cas14u
sequence_4293|prob_0.9996	Adaptation	High	100.0	3.4e-63	214.3	cas14u
sequence_2401|prob_0.9999	Adaptation	High	100.0	2.6e-37	129.1	cas14u
sequence_5253|prob_0.9993	Adaptation	High	100.0	4.9e-32	111.6	cas14u
sequence_12527|prob_0.9736	Adaptation	High	100.0	1.6e-78	264.8	cas14u
sequence_14081|prob_0.9580	Adaptation	High	100.0	5.3e-46	157.7	cas14u
sequence_4009|prob_0.9997	Adaptation	High	100.0	5.6e-44	151.0	cas14u
sequence_4010|prob_0.9997	Adaptation	High	100.0	5.6e-44	151.0	cas14u
sequence_9165|prob_0.9930	Adaptation	High	100.0	2.4e-37	129.1	cas14u
sequence_3314|prob_0.9998	Adaptation	High	100.0	6.9e-35	121.0	cas14u
sequence_10628|prob_0.9867	Adaptation	High	100.0	7.2e-79	265.9	cas14u
sequence_686|prob_1.0000	Adaptation	High	100.0	5.9e-58	197.0	cas14u
sequence_2211|prob_0.9999	Adaptation	High	100.0	5.8e-53	180.6	cas14u
sequence_6051|prob_0.9989	Adaptation	High	100.0	8.2e-74	249.3	cas14u
sequence_2917|prob_0.9998	Adaptation	High	100.0	8.9e-45	153.6	cas14u
sequence_11018|prob_0.9846	Adaptation	High	100.0	9.3e-39	133.8	cas14u
sequence_2330|prob_0.9999	Adaptation	High	100.0	8.3e-35	120.8	cas14u
sequence_16145|prob_0.9280	Adaptation	High	100.0	2.5e-35	122.5	cas14u
sequence_16146|prob_0.9280	Adaptation	High	100.0	2.5e-35	122.5	cas14u
sequence_12822|prob_0.9712	Adaptation	High	100.0	9.9e-35	120.5	cas14u
sequence_15190|prob_0.9432	Adaptation	High	100.0	3.8e-44	151.6	cas14u
sequence_4335|prob_0.9996	Adaptation	High	100.0	2.8e-31	109.2	cas14u
sequence_15981|prob_0.9309	Adaptation	High	100.0	2.5e-35	122.5	cas14u
sequence_16019|prob_0.9304	Adaptation	High	100.0	5.8e-62	210.2	cas14u
sequence_11195|prob_0.9835	Adaptation	High	100.0	1.6e-36	126.5	cas14u
sequence_2676|prob_0.9998	Adaptation	High	100.0	7.5e-35	120.9	cas14u
sequence_2560|prob_0.9999	Adaptation	High	100.0	1.1e-44	153.3	cas14u
sequence_2250|prob_0.9999	Adaptation	High	100.0	4.8e-38	131.5	cas14u
sequence_18469|prob_0.8734	Adaptation	High	100.0	1.1e-62	212.6	cas14u
sequence_11598|prob_0.9810	Adaptation	High	100.0	4.5e-47	161.2	cas14u
sequence_616|prob_1.0000	Adaptation	High	100.0	7.4e-52	177.0	cas14u
sequence_617|prob_1.0000	Adaptation	High	100.0	7.4e-52	177.0	cas14u
sequence_618|prob_1.0000	Adaptation	High	100.0	7.4e-52	177.0	cas14u
sequence_19412|prob_0.8368	Adaptation	High	100.0	5.8e-39	134.5	cas14u
sequence_4866|prob_0.9994	Adaptation	High	100.0	1e-81	275.3	cas14u
sequence_11206|prob_0.9834	Adaptation	High	100.0	5.8e-37	127.9	cas14u
sequence_6124|prob_0.9988	Adaptation	High	100.0	6.8e-66	223.2	cas14u
sequence_2970|prob_0.9998	Adaptation	High	100.0	1.4e-62	212.3	cas14u
sequence_624|prob_1.0000	Adaptation	High	100.0	8.9e-39	133.9	cas14u
sequence_474|prob_1.0000	Adaptation	High	100.0	8.7e-52	176.7	cas14u
sequence_475|prob_1.0000	Adaptation	High	100.0	8.7e-52	176.7	cas14u
sequence_4428|prob_0.9996	Adaptation	High	100.0	3.3e-41	141.9	cas14u
sequence_704|prob_1.0000	Adaptation	High	100.0	6e-35	121.3	cas14u
sequence_7350|prob_0.9974	Adaptation	High	100.0	2.2e-33	116.1	cas14u
sequence_952|prob_0.9999	Adaptation	High	100.0	1.6e-54	185.7	cas14u
sequence_10589|prob_0.9869	Adaptation	High	100.0	6.4e-45	154.1	cas14u
sequence_10300|prob_0.9884	Adaptation	High	100.0	9.3e-75	252.4	cas14u
sequence_891|prob_1.0000	Adaptation	High	100.0	3.2e-54	184.7	cas14u
sequence_187|prob_1.0000	Adaptation	High	100.0	2.8e-46	158.6	cas14u
sequence_6161|prob_0.9988	Adaptation	High	100.0	7.1e-48	163.8	cas14u
sequence_1917|prob_0.9999	Adaptation	High	100.0	2e-51	175.6	cas14u
sequence_1325|prob_0.9999	Adaptation	High	100.0	1.3e-48	166.3	cas14u
sequence_369|prob_1.0000	Adaptation	High	100.0	9.5e-41	140.4	cas14u
sequence_15824|prob_0.9337	Adaptation	High	100.0	3.2e-48	165.0	cas14u
sequence_1593|prob_0.9999	Adaptation	High	100.0	5.5e-49	167.5	cas14u
sequence_9535|prob_0.9918	Adaptation	High	100.0	2.1e-73	248.0	cas14u
sequence_2219|prob_0.9999	Adaptation	High	100.0	5.1e-52	177.5	cas14u
sequence_5339|prob_0.9992	Adaptation	High	100.0	5e-52	177.5	cas14u
sequence_3402|prob_0.9998	Adaptation	High	100.0	2.5e-43	148.9	cas14u
sequence_6421|prob_0.9986	Adaptation	High	100.0	2.8e-42	145.4	cas14u
sequence_9667|prob_0.9913	Adaptation	High	100.0	6.4e-47	160.7	cas14u
sequence_19143|prob_0.8492	Adaptation	High	100.0	6.1e-46	157.5	cas14u
sequence_2514|prob_0.9999	Adaptation	High	100.0	5.7e-61	207.0	cas14u
sequence_11213|prob_0.9834	Adaptation	High	100.0	2.9e-80	270.5	cas14u
sequence_1176|prob_0.9999	Adaptation	High	100.0	1.5e-44	152.9	cas14u
sequence_13894|prob_0.9600	Adaptation	High	100.0	4.1e-50	171.2	cas14u
sequence_2368|prob_0.9999	Adaptation	High	100.0	5.4e-29	101.6	cas14u
sequence_3527|prob_0.9998	Adaptation	High	100.0	2.1e-44	152.4	cas14u
sequence_1291|prob_0.9999	Adaptation	High	100.0	6.1e-31	108.1	cas14u
sequence_18003|prob_0.8880	Adaptation	High	100.0	2e-43	149.2	cas14u
sequence_5769|prob_0.9990	Adaptation	High	100.0	5.8e-71	239.9	cas14u
sequence_2619|prob_0.9999	Adaptation	High	100.0	1.2e-32	113.7	cas14u
sequence_7691|prob_0.9968	Adaptation	High	100.0	6.9e-51	173.8	cas14u
sequence_19634|prob_0.8266	Adaptation	High	100.0	3.5e-35	122.0	cas14u
sequence_15311|prob_0.9412	Adaptation	High	100.0	4.6e-45	154.6	cas14u
sequence_2848|prob_0.9998	Adaptation	High	100.0	2e-36	126.1	cas14u
sequence_4358|prob_0.9996	Adaptation	High	100.0	2.2e-25	89.7	cas14u
sequence_4359|prob_0.9996	Adaptation	High	100.0	2.2e-25	89.7	cas14u
sequence_4360|prob_0.9996	Adaptation	High	100.0	2.2e-25	89.7	cas14u
sequence_8964|prob_0.9937	Adaptation	High	100.0	3.3e-51	174.8	cas14u
sequence_5898|prob_0.9989	Adaptation	High	100.0	1.2e-54	186.1	cas14u
sequence_3147|prob_0.9998	Adaptation	High	100.0	1.1e-31	110.5	cas14u
sequence_8934|prob_0.9938	Adaptation	High	100.0	3.3e-52	178.1	cas14u
sequence_1610|prob_0.9999	Adaptation	High	100.0	8.9e-74	249.2	cas14u
sequence_19961|prob_0.8111	Adaptation	High	100.0	5.8e-48	164.1	cas14u
sequence_5569|prob_0.9991	Adaptation	High	100.0	1.4e-51	176.0	cas14u
sequence_726|prob_1.0000	Adaptation	High	100.0	2.4e-41	142.3	cas14u
sequence_740|prob_1.0000	Adaptation	High	100.0	1.6e-50	172.5	cas14u
sequence_8772|prob_0.9942	Adaptation	High	100.0	1e-34	120.5	cas14u
sequence_8773|prob_0.9942	Adaptation	High	100.0	1e-34	120.5	cas14u
sequence_15691|prob_0.9356	Adaptation	High	100.0	4.9e-62	210.5	cas14u
sequence_2972|prob_0.9998	Adaptation	High	100.0	5.4e-35	121.4	cas14u
sequence_11464|prob_0.9818	Adaptation	High	100.0	1.6e-39	136.3	cas14u
sequence_4944|prob_0.9994	Adaptation	High	100.0	2.2e-42	145.7	cas14u
sequence_2795|prob_0.9998	Adaptation	High	100.0	4e-53	181.1	cas14u
sequence_9354|prob_0.9924	Adaptation	High	100.0	7.7e-51	173.6	cas14u
sequence_847|prob_1.0000	Adaptation	High	100.0	6e-41	141.0	cas14u
sequence_627|prob_1.0000	Adaptation	High	100.0	4.3e-44	151.4	cas14u
sequence_844|prob_1.0000	Adaptation	High	100.0	1.8e-62	211.9	cas14u
sequence_16985|prob_0.9117	Adaptation	High	100.0	3.7e-37	128.5	cas14u
sequence_5564|prob_0.9991	Adaptation	High	100.0	2.3e-40	139.1	cas14u
sequence_5565|prob_0.9991	Adaptation	High	100.0	2.3e-40	139.1	cas14u
sequence_17200|prob_0.9074	Adaptation	High	100.0	1.7e-37	129.7	cas14u
sequence_1008|prob_0.9999	Adaptation	High	100.0	2.3e-38	132.5	cas14u
sequence_1095|prob_0.9999	Adaptation	High	100.0	1.1e-45	156.6	cas14u
sequence_7585|prob_0.9970	Adaptation	High	100.0	7.1e-40	137.5	cas14u
sequence_18238|prob_0.8807	Adaptation	High	100.0	3.6e-41	141.8	cas14u
sequence_14642|prob_0.9506	Adaptation	High	100.0	6.3e-53	180.5	cas14u
sequence_935|prob_0.9999	Adaptation	High	100.0	1.6e-50	172.5	cas14u
sequence_2701|prob_0.9998	Adaptation	High	100.0	1.3e-46	159.7	cas14u
sequence_583|prob_1.0000	Adaptation	High	100.0	1.1e-41	143.5	cas14u
sequence_2894|prob_0.9998	Adaptation	High	100.0	9.3e-47	160.1	cas14u
sequence_11879|prob_0.9790	Adaptation	High	100.0	1.9e-29	103.1	cas14u
sequence_2913|prob_0.9998	Adaptation	High	100.0	2.7e-45	155.3	cas14u
sequence_3952|prob_0.9997	Adaptation	High	100.0	4e-38	131.7	cas14u
sequence_10601|prob_0.9868	Adaptation	High	100.0	2.5e-49	168.6	cas14u
sequence_5178|prob_0.9993	Adaptation	High	100.0	6.7e-46	157.3	cas14u
sequence_7996|prob_0.9962	Adaptation	High	100.0	1.6e-35	123.1	cas14u
sequence_13159|prob_0.9682	Adaptation	High	100.0	9.7e-48	163.4	cas14u
sequence_4494|prob_0.9995	Adaptation	High	100.0	4.6e-38	131.5	cas14u
sequence_4235|prob_0.9996	Adaptation	High	100.0	6.8e-39	134.3	cas14u
sequence_3683|prob_0.9997	Adaptation	High	100.0	5.2e-48	164.3	cas14u
sequence_4016|prob_0.9997	Adaptation	High	100.0	4.2e-40	138.2	cas14u
sequence_1632|prob_0.9999	Adaptation	High	100.0	4e-35	121.8	cas14u
sequence_920|prob_0.9999	Adaptation	High	100.0	3.5e-52	178.0	cas14u
sequence_12496|prob_0.9739	Adaptation	High	100.0	1.3e-40	139.9	cas14u
sequence_2904|prob_0.9998	Adaptation	High	100.0	2.1e-48	165.6	cas14u
sequence_1485|prob_0.9999	Adaptation	High	100.0	1.6e-34	119.8	cas14u
sequence_3937|prob_0.9997	Adaptation	High	100.0	2.1e-43	149.1	cas14u
sequence_912|prob_1.0000	Adaptation	High	100.0	1.5e-40	139.7	cas14u
sequence_1757|prob_0.9999	Adaptation	High	100.0	8.3e-43	147.1	cas14u
sequence_520|prob_1.0000	Adaptation	High	100.0	7e-46	157.3	cas14u
sequence_8862|prob_0.9940	Adaptation	High	100.0	1.9e-50	172.3	cas14u
sequence_3797|prob_0.9997	Adaptation	High	100.0	1.2e-41	143.4	cas14u
sequence_6567|prob_0.9984	Adaptation	High	100.0	3.3e-41	141.9	cas14u
sequence_5195|prob_0.9993	Adaptation	High	100.0	4.3e-36	125.0	cas14u
sequence_12113|prob_0.9774	Adaptation	High	100.0	4.3e-46	158.0	cas14u
sequence_11627|prob_0.9809	Adaptation	High	100.0	4.5e-41	141.4	cas14u
sequence_18476|prob_0.8733	Adaptation	High	100.0	4.4e-32	111.8	cas14u
sequence_3248|prob_0.9998	Adaptation	High	100.0	1.6e-45	156.0	cas14u
sequence_7139|prob_0.9978	Adaptation	High	100.0	7.6e-42	144.0	cas14u
sequence_2442|prob_0.9999	Adaptation	High	100.0	3.8e-48	164.7	cas14u
sequence_1907|prob_0.9999	Adaptation	High	100.0	8.6e-50	170.1	cas14u
sequence_2552|prob_0.9999	Adaptation	High	100.0	2.7e-47	161.9	cas14u
sequence_4701|prob_0.9995	Adaptation	High	100.0	8.9e-49	166.8	cas14u
sequence_2034|prob_0.9999	Adaptation	High	100.0	5.2e-36	124.7	cas14u
sequence_12854|prob_0.9710	Adaptation	High	100.0	4e-42	144.9	cas14u
sequence_3117|prob_0.9998	Adaptation	High	100.0	3.3e-37	128.7	cas14u
sequence_15162|prob_0.9436	Adaptation	High	100.0	8.3e-37	127.4	cas14u
sequence_16384|prob_0.9239	Adaptation	High	100.0	2.1e-28	99.7	cas14u
sequence_3606|prob_0.9997	Adaptation	High	100.0	3.3e-45	155.1	cas14u
sequence_4448|prob_0.9996	Adaptation	High	100.0	9.5e-32	110.7	cas14u
sequence_14563|prob_0.9518	Adaptation	High	100.0	5.3e-41	141.2	cas14u
sequence_5495|prob_0.9992	Adaptation	High	100.0	1.3e-51	176.2	cas14u
sequence_1175|prob_0.9999	Adaptation	High	100.0	8.3e-58	196.6	cas14u
sequence_2306|prob_0.9999	Adaptation	High	100.0	5.8e-37	127.9	cas14u
sequence_7349|prob_0.9974	Adaptation	High	100.0	1.9e-38	132.8	cas14u
sequence_8383|prob_0.9953	Adaptation	High	100.0	3.8e-40	138.4	cas14u
sequence_11970|prob_0.9782	Adaptation	High	100.0	8.2e-36	124.1	cas14u
sequence_4977|prob_0.9994	Adaptation	High	100.0	2.5e-36	125.8	cas14u
sequence_9505|prob_0.9919	Adaptation	High	100.0	1.9e-36	126.2	cas14u
sequence_8046|prob_0.9961	Adaptation	High	100.0	1.4e-30	106.9	cas14u
sequence_4723|prob_0.9995	Adaptation	High	100.0	3.1e-25	89.2	cas14u
sequence_1475|prob_0.9999	Adaptation	High	100.0	1.8e-47	162.5	cas14u
sequence_10468|prob_0.9875	Adaptation	High	100.0	4.4e-43	148.0	cas14u
sequence_18487|prob_0.8729	Adaptation	High	100.0	1.6e-37	129.7	cas14u
sequence_7833|prob_0.9966	Adaptation	High	100.0	1.7e-33	116.5	cas14u
sequence_599|prob_1.0000	Adaptation	High	100.0	5.7e-25	88.4	cas14u
sequence_1393|prob_0.9999	Adaptation	High	100.0	3.5e-40	138.5	cas14u
sequence_9741|prob_0.9910	Adaptation	High	100.0	5e-34	118.2	cas14u
sequence_632|prob_1.0000	Adaptation	High	100.0	8.3e-43	147.1	cas14u
sequence_587|prob_1.0000	Adaptation	High	100.0	2.2e-44	152.3	cas14u
sequence_18725|prob_0.8651	Adaptation	High	100.0	6.3e-41	140.9	cas14u
sequence_5186|prob_0.9993	Adaptation	High	100.0	3.1e-42	145.3	cas14u
sequence_3534|prob_0.9997	Adaptation	High	100.0	5.2e-41	141.2	cas14u
sequence_900|prob_1.0000	Adaptation	High	100.0	2.1e-41	142.5	cas14u
sequence_18405|prob_0.8753	Adaptation	High	100.0	7.2e-41	140.7	cas14u
sequence_1039|prob_0.9999	Adaptation	High	100.0	1.4e-47	162.9	cas14u
sequence_9567|prob_0.9917	Adaptation	High	100.0	4.8e-45	154.5	cas14u
sequence_5188|prob_0.9993	Adaptation	High	100.0	6.4e-38	131.0	cas14u
sequence_4482|prob_0.9995	Adaptation	High	100.0	1.6e-23	83.6	cas14u
sequence_797|prob_1.0000	Adaptation	High	100.0	1.7e-37	129.7	cas14u
sequence_7589|prob_0.9970	Adaptation	High	100.0	4.5e-37	128.2	cas14u
sequence_17917|prob_0.8902	Adaptation	High	100.0	2e-27	96.5	cas14u
sequence_3252|prob_0.9998	Adaptation	High	100.0	1.5e-36	126.5	cas14u
sequence_6939|prob_0.9980	Adaptation	High	100.0	4.6e-31	108.5	cas14u
sequence_3011|prob_0.9998	Adaptation	High	100.0	1.1e-44	153.3	cas14u
sequence_14084|prob_0.9580	Adaptation	High	100.0	5.3e-36	124.7	cas14u
sequence_1040|prob_0.9999	Adaptation	High	100.0	2.9e-40	138.8	cas14u
sequence_3413|prob_0.9998	Adaptation	High	100.0	4.9e-37	128.1	cas14u
sequence_19605|prob_0.8281	Adaptation	High	100.0	2.9e-43	148.7	cas14u
sequence_1293|prob_0.9999	Adaptation	High	100.0	1.4e-40	139.8	cas14u
sequence_12346|prob_0.9754	Adaptation	High	100.0	1.1e-39	136.9	cas14u
sequence_2831|prob_0.9998	Adaptation	High	100.0	4.9e-42	144.6	cas14u
sequence_1061|prob_0.9999	Adaptation	High	100.0	2e-40	139.3	cas14u
sequence_1121|prob_0.9999	Adaptation	High	100.0	6.5e-40	137.6	cas14u
sequence_11155|prob_0.9837	Adaptation	High	100.0	1.1e-35	123.6	cas14u
sequence_11630|prob_0.9809	Adaptation	High	100.0	3.4e-45	155.0	cas14u
sequence_527|prob_1.0000	Adaptation	High	100.0	4.5e-55	187.5	cas14u
sequence_3479|prob_0.9998	Adaptation	High	100.0	1.3e-28	100.3	cas14u
sequence_1077|prob_0.9999	Adaptation	High	100.0	9.4e-40	137.1	cas14u
sequence_7704|prob_0.9968	Adaptation	High	100.0	8.2e-39	134.0	cas14u
sequence_831|prob_1.0000	Adaptation	High	100.0	5.9e-38	131.2	cas14u
sequence_7785|prob_0.9967	Adaptation	High	100.0	7.6e-46	157.1	cas14u
sequence_1124|prob_0.9999	Adaptation	High	100.0	2.1e-41	142.5	cas14u
sequence_4931|prob_0.9994	Adaptation	High	100.0	5.5e-23	81.8	cas14u
sequence_17291|prob_0.9052	Adaptation	High	100.0	5.5e-43	147.7	cas14u
sequence_14792|prob_0.9489	Adaptation	High	100.0	2.2e-37	129.2	cas14u
sequence_5936|prob_0.9989	Adaptation	High	100.0	1.2e-32	113.6	cas14u
sequence_11125|prob_0.9839	Adaptation	High	100.0	2e-36	126.1	cas14u
sequence_1122|prob_0.9999	Adaptation	High	100.0	1.2e-40	140.0	cas14u
sequence_13275|prob_0.9668	Adaptation	High	100.0	2.6e-39	135.6	cas14u
sequence_1199|prob_0.9999	Adaptation	High	100.0	4e-40	138.3	cas14u
sequence_1154|prob_0.9999	Adaptation	High	100.0	4.1e-40	138.3	cas14u
sequence_12187|prob_0.9767	Adaptation	High	100.0	1.1e-41	143.4	cas14u
sequence_1123|prob_0.9999	Adaptation	High	100.0	3.1e-38	132.1	cas14u
sequence_16728|prob_0.9172	Adaptation	High	100.0	1.5e-43	149.6	cas14u
sequence_2820|prob_0.9998	Adaptation	High	100.0	2.9e-35	122.3	cas14u
sequence_12448|prob_0.9744	Adaptation	High	100.0	7.7e-42	144.0	cas14u
sequence_7327|prob_0.9975	Adaptation	High	100.0	1e-25	90.8	cas14u
sequence_4255|prob_0.9996	Adaptation	High	100.0	2.6e-30	106.0	cas14u
sequence_12560|prob_0.9734	Adaptation	High	100.0	1.7e-42	146.1	cas14u
sequence_1420|prob_0.9999	Adaptation	High	100.0	9.5e-41	140.4	cas14u
sequence_8169|prob_0.9959	Adaptation	High	100.0	1.1e-38	133.6	cas14u
sequence_4137|prob_0.9996	Adaptation	High	100.0	2e-38	132.7	cas14u
sequence_840|prob_1.0000	Adaptation	High	100.0	7e-42	144.1	cas14u
sequence_10574|prob_0.9869	Adaptation	High	100.0	8e-45	153.8	cas14u
sequence_1872|prob_0.9999	Adaptation	High	100.0	2.8e-35	122.3	cas14u
sequence_15657|prob_0.9361	Adaptation	High	100.0	2.1e-43	149.1	cas14u
sequence_7038|prob_0.9979	Adaptation	High	100.0	2.5e-30	106.0	cas14u
sequence_509|prob_1.0000	Adaptation	High	100.0	1.1e-42	146.7	cas14u
sequence_17336|prob_0.9042	Adaptation	High	100.0	2.4e-41	142.3	cas14u
sequence_8823|prob_0.9941	Adaptation	High	100.0	3.5e-20	72.6	cas14u
sequence_8880|prob_0.9940	Adaptation	High	100.0	6.4e-43	147.5	cas14u
sequence_3404|prob_0.9998	Adaptation	High	100.0	6.4e-39	134.3	cas14u
sequence_1647|prob_0.9999	Adaptation	High	100.0	3e-19	69.5	cas14u
sequence_472|prob_1.0000	Adaptation	High	100.0	5.5e-43	147.7	cas14u
sequence_8420|prob_0.9952	Adaptation	High	100.0	1.7e-35	123.0	cas14u
sequence_2467|prob_0.9999	Adaptation	High	100.0	4e-35	121.8	cas14u
sequence_688|prob_1.0000	Adaptation	High	100.0	1.5e-42	146.3	cas14u
sequence_3269|prob_0.9998	Adaptation	High	100.0	2.6e-38	132.3	cas14u
sequence_631|prob_1.0000	Adaptation	High	100.0	1.2e-40	140.0	cas14u
